Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
2011,,,,-36.8434,,,,-32.2074,,-34.09,,-32.442,,,,,,,-35.24,,,-33.09,-33.55
2010,,,,-31.5204,,,,-32.6474,,-34.21,,-35.2234,,-29.4452,,,,,-32.74,,,-37.76,-30.58
2009,,,,-32.9567,,,,-33.5715,,-34.53,,-32.9471,,-34.2291,,,,,-29.71,,,-32.38,-33.18
2008,,,,-33.1324,,,,-34.9709,,-34.58,,-33.7721,,-33.1378,,,,,-35.21,,,-33.58,-33.8922
2007,,,,-36.9664,,,,-33.6857,,-35.16,,-35.9529,,-33.2771,,,,,-36.87,,,-38.88,-32.3002
2006,,,,-35.6237,,,,-34.2015,,-33.76,,-35.7718,,-33.4795,,,,,-37.06,,,-37.73,-33.4255
2005,,,,-35.4767,,,,-32.7392,,-32.93,,-35.7685,,-33.0576,,,,,-35.54,,,-35.56,-32.5726
2004,,,,-35.1959,,,,-33.1782,,-32.7,,-35.2607,,-35.5375,,,,,-34.24,,,-34.53,-32.1517
2003,,,,-35.0715,,,,-34.488,,-35.37,,-35.3032,,-33.2222,,,,,-35.17,,,-34.4,-32.0482
2002,,,,-33.7017,,,,-33.0919,,-32.62,,-33.2499,,-33.0148,,,,,-33.75,,,-32.2,-31.0675
2001,,,,-36.2256,,,,-31.159,,-33.89,,-32.9671,,-32.543,,,,,-33.81,,,-31.87,-31.0735
2000,,,,-36.4508,,,,-31.1239,,-35.16,,-33.7869,,-29.8792,,,,,-35.07,,,-34.87,-32.612
1999,,,,-37.2177,,,,-32.3932,,-34.36,,-34.3246,,-31.08,,,,,-34.68,,,-32.19,-33.2875
1998,,,,-35.7938,,,,-32.7386,,-29.82,,-32.2249,,-29.8329,,,,,-34.66,,,-37.99,-31.6507
1997,,,,-37.2545,,,,-34.1049,,-34.74,,-35.3821,,-32.6438,,,,,-34.45,,,-37.04,-33.2198
1996,,,,-36.98,,,,-33.6214,,,,-39.6754,,-33.1535,,,,,-35.07,,,-37.7,-34.8259
1995,,,,-37.8613,,,,-34.9811,,,,-39.1399,,-33.9803,,,,-31.36,-37.07,,,-41.47,-32.4441
1994,,,,-35.8948,,,,-31.8279,,,,-34.7951,-36.0589,-33.9037,-34.295,-35.8641,,-37.2,-35.62,,,-38.63,-32.4324
1993,,,,-36.1719,,-35.5039,-31.1974,-30.5994,-30.5475,,-34.48098,-34.9162,-34.016,-31.4406,-34.2159,-37.3315,,-35.08,-35.91,,,-37.4,-32.0031
1992,-36.71058125,-36.93187778,-40.669,-40.4069,,-38.6053,-33.3566,-33.5418,-32.7312,,-37.21555455,-34.8927,-32.2289,-31.5237,-35.2318,-37.2569,,-37.06,-37.3,,,-37.04,-33.0056
1991,-38.12331429,-39.01554,-37.3534,-38.7196,,-31.4653,-32.7223,-33.751,-33.2141,,-37.43766364,-36.529,-34.4916,-29.8506,-37.6914,-36.3463,,-36.3,-36.51,,,-38.83,-34.9786
1990,-35.25558182,-39.10836,-38.0924,-33.8588,,-32.8367,-35.0161,-35.1219,-35.0219,,-39.25129167,-37.921,-33.0739,-33.8507,-35.9314,-35.9038,,-36.62,-35.04,,,-36.73,-33.1521
1989,-35.64725,-35.76273333,-37.4848,-35.3476,,-35.1871,-33.9311,-36.7459,-33.6872,,-36.17998182,-38.0599,-35.9224,-36.7369,-34.2007,-35.4299,,-38.95,-33.75,,,-37.88,-32.6642
1988,-36.36294545,-38.57859,-37.1163,-36.2357,,-32.8892,-33.0985,-37.5832,-35.1856,,-34.7441,-35.7798,-32.588,-34.316,-34.5885,-34.5021,-32.8398,-34.74,-35.16,,,-38.48,-32.1963
1987,-34.725725,-37.75905,-36.3938,-37.6661,,-31.7067,-32.426,-33.8739,-32.416,,-35.43826,-37.7056,-31.524,-33.6812,-34.2125,-34.4684,-36.6718,-36.41,-36.29,-35.98,,-35.79,-33.5026
1986,-36.97659091,-38.55827778,-37.4752,-37.9307,,-36.4861,-31.776,-32.4701,-33.851,,-35.24886364,-38.7757,-33.0371,-33.45,-35.1902,-35.7112,-34.7119,-35.86,-34.39,-35.82,,-34.34,-33.0294
1985,-36.76389091,-37.46142,-34.4405,-36.1862,,-37.2004,-32.7777,-33.8809,-36.4279,,-33.16233636,-33.8128,-33.0195,-34.4814,-32.4428,-33.3863,-34.6718,-34.93,-36.05,-32.73,,-34.47,-32.294
1984,-37.43066,-40.5576,-33.179,-34.6848,,-36.6958,-31.2702,-32.1767,-34.2849,,-34.1739,-35.9375,-32.623,-33.145,-35.7,-37.6045,-36.8254,-32.64,-34.17,-34.49,,-34.19,-34.4985
1983,-38.412475,-38.356025,-35.6607,-34.8826,,-38.7398,-36.274,-33.2158,-32.4993,,-36.26585,-36.974,-34.6035,-30.5356,-34.255,-36.0253,-38.0498,-38.17,-32.19,-38.22,,-36.74,-36.5358
1982,-37.35577,-38.14337143,-36.9776,-38.4028,,-35.9893,-33.5083,-34.9292,-34.5609,,-36.4494,-32.8455,-34.0358,-34.5036,-33.4333,-35.5204,-37.837,-39.92,-35.68,-36.55,,-36.37,-34.9371
1981,-37.606485,-37.27624444,-36.5029,-38.9062,,-35.7698,-32.4055,-35.7137,-34.5133,,-36.79889,-33.2064,-32.9626,-35.7,-32.5352,-36.6359,-35.0449,-36.56,-36.96,-35.21,,-37.21,-32.663
1980,-38.72625,-38.41158889,-35.928,-37.5821,,-36.8813,-31.583,-32.1486,-33.6198,,-40.42284,-36.8434,-35.5192,-36.548,-34.7772,-37.4348,-34.2285,-35.52,-39.44,-35.64,,-36.35,-33.1537
1979,-37.17861667,-35.73998889,-40.2212,-39.6573,,-33.1503,-33.6157,-32.2638,-31.4161,,-39.14024545,-36.6881,-35.1223,-35.0723,-32.3891,-36.5163,-32.703,-35.33,-35.09,-38.69,,-35.44,-35.3432
1978,-37.23976,-36.603225,-38.6313,-39.9096,,-31.3133,-35.5181,-32.8738,-35.9108,,-37.75539,-33.7078,-33.7079,-33.9153,-33.3586,-34.4328,-35.3231,-34.69,-36.65,-34.87,-37.83,-37.22,-34.018
1977,-38.45888462,-36.4958375,-35.3685,-37.3607,,-34.8371,-35.0848,-32.5847,-36.174,,-35.19927,-34.4258,-33.3695,-33.8592,-34.364,-34.3488,-36.0005,-33.17,-37.7,-33.01,-34.47,-37.61,-33.8952
1976,-36.5749,-36.5006,-34.7868,-35.605,,-33.386,-34.677,-33.1826,-34.3183,,-34.45149,-38.7889,-33.6133,-32.8782,-33.713,-33.4251,-34.4743,-35.63,-34.36,-34.67,-33.73,-38.24,-32.888
1975,-37.94235,-37.3344125,-36.3956,-36.558,,-33.6092,-33.5493,-32.1406,-36.74,,-34.46146,-38.3081,-33.2109,-33.3491,-33.4196,-33.9232,-33.9314,-36.73,-34.52,-34.71,-35.32,-39.05,-32.6368
1974,-38.03076923,-37.8902,-36.9839,-40.1791,,-35.114,-34.3526,-30.6701,-32.0834,,-34.85651111,-35.8207,-33.2261,-34.4479,-31.187,-35.5226,-35.3488,-36.34,-33.48,-35.58,-34.74,-39.48,-33.2422
1973,-38.48619286,-37.74035,-36.8936,-40.5654,,-34.9668,-33.7043,-32.4088,-34.1697,,-35.18141,-36.7033,-33.452,-33.8324,-29.9895,-37.4438,-36.7122,-35.35,-34.18,-34.99,-35.2,-37.77,-32.5378
1972,-37.51838667,-36.72544167,-37.1776,-37.6844,,-37.2694,-31.6062,-33.3015,-34.2051,,-35.58437,-35.7698,-34.5576,-32.7983,-32.0953,-33.7103,-34.1045,-37.46,-35.4,-35.83,-35.41,-36.7,-33.795
1971,-36.10063077,-35.545875,-36.3355,-37.0048,,-39.0628,-33.3827,-33.4113,-33.4355,,-35.93402222,-36.4553,-33.6447,-31.6224,-30.3838,-35.3055,-33.4755,-33.92,-34.01,-35.05,-35.37,-39.03,-32.3339
1970,-36.50556923,-37.45097143,-37.3458,-35.3557,,-38.1012,-32.4999,-32.2993,-33.6011,,-36.54074,-34.6944,-36.5795,-33.1927,-34.7146,-35.8095,-35.0966,-34.88,-36.27,-34.39,-34.87,-36.46,-34.0998
1969,-38.53177692,-36.9006125,-34.627,-36.7018,,-37.0157,-35.7857,-31.9318,-34.0218,,-35.83606667,-34.2268,-34.4708,-32.8106,-31.8687,-35.071,-33.6833,-34.41,-35.79,-33.34,-35.91,-35.71,-34.6135
1968,-37.38855,-35.70849286,-36.2526,-36.2314,,-34.2803,-34.1621,-31.5499,-36.6805,,-33.38148889,-33.4561,-31.8916,-33.886,-33.8961,-37.0537,-35.4369,-32.83,-35.98,-35.38,-34.47,-35.41,-33.5068
1967,-36.96356667,-36.88818125,-36.1692,-36.6823,,-36.2294,-33.0281,-31.7494,-35.4671,,-33.86818889,-35.4023,-34.6942,-32.7325,-36.4929,-37.3973,-35.0739,-35.72,-36.18,-33.44,-33.71,-36.12,-33.3959
1966,-35.20643333,-36.87761429,-38.3601,-36.5849,,-34.7206,-32.4611,-32.0614,-32.7407,,-35.2003,-35.1127,-33.5077,-34.0329,-33.0382,-34.0979,-35.4001,-35.21,-33.84,-34.53,-34.72,-35.15,-33.5536
1965,-38.86571333,-37.10243125,-34.3324,-36.0873,,-33.4026,-32.9061,-35.3623,-31.2934,,-35.76365556,-34.9499,-33.0778,-33.9769,-34.9344,-34.9853,-33.6986,-35.28,-34.71,-35.63,-34.63,-36.61,-34.1937
1964,-38.78591429,-38.93245,-34.7801,-36.121,,-33.8257,-34.39,-37.2292,-33.3082,,-36.00162222,-35.4465,-34.239,-33.4857,-33.4919,-35.9394,-34.9029,-35.18,,-33.61,-34.89,-36.33,-33.4117
1963,-38.31843929,-38.33286429,-33.9554,-34.586,,-32.9321,-33.6912,-35.3256,-33.8824,,-36.66281111,-34.3625,-34.8049,-34.5767,-34.5631,-35.9307,-35.2988,-35.49,,-34.51,-33.58,-35.67,-33.7787
1962,-37.89060714,-35.6773375,-34.8682,-34.705,,-33.5846,-34.3496,-33.7075,-33.978,,-36.95072,-35.3692,-33.9631,-35.1586,-36.4037,-34.5215,-34.0246,-35.05,,-31.92,-36.11,-35.58,-35.3062
1961,-36.95150333,-38.48437857,-36.2463,-36.1528,,-35.0209,-33.8668,-34.3527,-35.2133,,-36.42671818,-35.1172,-32.3308,-35.9971,-33.9318,-34.5605,-34.2102,-34.7,,-34.28,-37.07,-34.22,-33.9883
1960,-37.26218571,-37.8870125,-36.8593,-36.2418,,-35.9033,-33.5744,-33.2009,-36.0508,,-35.47287273,-34.7675,-31.4511,-34.87,-34.0213,-35.0986,-33.567,-34.72,,-33.92,-35.9,-35.37,-32.5207
1959,-35.69074643,-36.3012875,-35.4601,-35.3888,,-36.5184,-33.3286,-30.745,-35.1477,,-37.12627273,-35.1157,-37.1284,-32.235,-31.8597,-37.2644,-36.5787,-33.13,,-33.97,-35.24,-36.97,-33.8636
1958,-36.11903214,-36.394375,-34.1868,-36.4201,,-37.4894,-32.6404,-31.2341,-33.6716,,-38.9879,-35.0415,-35.0846,-33.6414,-33.7782,-37.0951,-34.9517,-36.75,,-35.01,-33.15,-34.78,-33.568
1957,-36.81105446,-34.65999167,-33.1748,-36.1514,,-36.5929,-32.3078,-33.1645,-35.252,,-38.98823636,-35.4796,-34.9804,-34.0154,-34.853,-34.9603,-35.8064,-35.29,,-36.11,-34.89,-35.73,-33.7248
1956,-37.59088155,-34.80226167,-33.2967,-34.788,,-33.8581,-33.3527,-34.3421,-33.6253,,-37.7396,-36.0394,-33.8905,-35.05,-34.0881,-34.2973,-35.7442,-33.83,,-36.37,-38.66,-36.06,-33.5756
1955,-36.70010714,-34.70494146,-33.9811,-36.1833,,-33.2424,-34.5948,-34.0641,-34.6051,,-35.88027273,-35.6522,-32.4422,-33.8594,-34.5914,-33.5336,-34.6806,-34.76,,-35.06,-35.76,-35.97,-33.4563
1954,-36.37188462,-34.68518802,-36.0909,-37.5996,,-34.3521,-34.3839,-34.4706,-33.7327,,-35.43460909,-36.7551,-32.5894,-34.4242,-33.9846,-35.3885,-37.0114,-35.44,,-34.91,-35.05,-35.76,-32.7748
1953,-36.09085238,-34.81080938,-36.6012,-37.2501,-36.9832,-35.7847,-37.4028,-33.875,-29.8436,,-35.5703,-36.019,-30.4726,-33.9457,-34.1189,-34.2714,-36.2459,-35.79,,-34.31,-35.51,-37.78,-32.6746
1952,-37.789425,-34.8291,-35.4701,-36.3259,-37.4885,-35.8376,-38.1658,-32.5035,-34.6905,,-32.87977,-33.4051,-33.1475,-34.325,-33.479,-33.6532,-34.4485,-34.06,,-34.23,-35.57,-38.75,-32.7025
1951,-36.92448462,-34.8291,-37.3855,-35.5618,-38.1213,-35.4406,-35.4935,-33.6256,-34.9235,,-32.89261818,-34.838,-32.4201,-32.5264,-32.5785,-34.4677,-35.23,-33.8,,-35.57,-35.18,-36.72,-33.942
1950,-37.2711,-34.89311719,-38.1984,-35.211,-38.2285,-35.5106,-35.2727,-34.0445,-34.8108,,-35.39817,-36.8757,-34.0172,-33.1778,-34.0752,-34.3607,-38.4078,-34.96,,-35.04,-34.93,-34.48,-33.0971
1949,-36.01166923,-35.76461031,-37.7006,-35.7882,-37.6686,-36.6481,-35.2626,-33.42,-35.5371,,-37.77821818,-36.7867,-35.7287,-33.8286,-35.1121,-36.0564,-36.1931,-35.95,,-35.77,-37.88,-38.39,-34.8481
1948,-36.55795,-37.56478881,-36.8101,-37.9761,-37.3803,-36.1687,-35.7468,-33.862,-36.0837,,-36.1346,-35.4487,-34.1111,-35.1,-34.3511,-35.4181,-35.2329,-35.69,,-33.93,-37.64,-37.68,-35.0655
1947,-36.41215385,-36.7259775,-36.1161,-37.1992,-37.3688,-35.2855,-37.5221,-34.6293,-36.0924,,-35.77944,-38.2076,-34.1697,-35.8846,-33.2659,-36.3929,-35.1387,-35.28,,-34.08,-36.43,-35.2,-33.8994
1946,-35.23545714,-35.50121857,-36.6134,-38.6143,-38.0206,-35.7387,-35.4545,-35.209,-32.2331,,-37.98636364,-38.0485,-35.7071,-33.367,-36.0344,-37.3753,-36.3726,-33.85,,-35.14,-34.96,-34.87,-32.6146
1945,-36.81130385,-35.49026875,-36.074,-38.78,-36.6037,-34.2026,-33.53,-35.1638,-31.0709,,-37.19497,-35.9394,-34.7109,-32.8357,-36.8882,-37.3944,-36.6281,-34.82,,-34.81,-35.16,-36.07,-33.1448
1944,-38.71002308,-36.81995,-36.0258,-37.256,-35.2415,-33.8902,-33.7923,-34.1945,-32.5768,,-37.26839,-34.8681,-35.3654,-35.935,-34.8183,-37.1231,-37.4582,-35.02,,-35.55,-34.68,-38.58,-33.4814
1943,-37.73955769,-37.865775,-37.0613,-36.6149,-34.9869,-34.8901,-34.9748,-33.938,-35.0411,,-37.35182,-37.9465,-34.0706,-35.2307,-36.1603,-34.8315,-37.3436,-36.37,,-35.3,-36.9,-37.45,-33.8313
1942,-35.21615385,-36.93114286,-35.8012,-36.6362,-34.4587,-35.5226,-36.1173,-32.502,-36.8559,,-36.67086,-39.5482,-34.6258,-34.7892,-35.2465,-35.5737,-35.1559,-36.75,,-32.42,-35.34,-35.44,-33.7351
1941,-35.87615385,-37.1238,-33.4983,-37.1276,-34.2883,-35.3508,-34.8971,-34.7994,-36.7316,,-36.3959,-37.466,-33.6197,-35.9533,-34.2337,-36.1117,-35.7743,-35.93,,-34.02,-34.48,-33.87,-33.9767
1940,-36.20346154,-37.96974286,-33.8177,-36.9059,-34.2844,-34.1018,-34.4317,-37.8416,-36.9696,,-35.48265,-35.3863,-30.8158,-35.1808,-32.1811,-34.4395,-34.0296,-34.83,,-31.87,-33.6,-33.39,-34.2932
1939,-36.03035385,-37.42058571,-33.6923,-35.9534,-32.7017,-33.4011,-36.2695,-37.1377,-34.9717,,-34.52629,-34.0037,-33.6641,-31.9186,-31.7393,-38.6654,-33.437,-32.17,,-34.24,-36.05,-32.58,-31.751
1938,-34.64255,-35.49422857,-35.886,-35.7979,-32.3228,-32.0207,-35.8906,-33.9743,-33.6777,,-35.14517,-35.0741,-34.892,-34.5425,-36.2198,-38.0091,-35.2982,-35.92,,-35.68,-34.78,-33.2,-35.2739
1937,-33.10717527,-35.45745714,-37.7043,-36.7743,-32.6931,-33.1383,-33.0243,-33.167,-35.4104,,-35.09107,-36.0514,-34.0136,-34.0771,-37.0625,-35.4104,-35.1728,-35.87,,-35.9,-35.19,-35.32,-34.608
1936,-34.13491286,-37.25264286,-37.1527,-38.043,-33.531,-35.2076,-32.0525,-32.0026,-32.9637,,-35.5875,-36.4566,-33.6203,-32.9862,-34.986,-35.8255,-35.4446,-34.69,,-33.74,-35.76,-37.31,-32.8352
1935,-33.67357,-36.81572857,-35.1735,-36.4808,-34.2823,-37.3143,-31.9455,-33.0519,-31.096,,-35.54065,-36.5021,-33.8901,-31.8122,-33.9804,-34.5802,-35.6695,-34.65,,-33.27,-36.49,-36.79,-32.5323
1934,-35.80714286,-36.74142857,-35.1676,-34.8155,-34.7175,-37.56,-31.8789,-37.0725,-32.1711,,-35.50902,-35.6375,-32.6621,-32.4364,-30.768,-33.6496,-36.2571,-35.07,,-33.31,-36.22,-35.69,-33.5347
1933,-36.74346154,-35.82901667,-34.6253,-35.0411,-34.8067,-34.4818,-33.6724,-36.1152,-33.1572,,-35.96125556,-35.6733,-33.9044,-32.7328,-32.9847,-34.964,-34.4357,-34.87,,-34.51,-34.85,-35.04,-31.3691
1932,-36.13607143,-34.74904286,-34.6845,-36.9075,-35.1007,-33.72,-34.3878,-34.2325,-34.5103,,-35.39612,-34.8051,-32.4808,-33.6757,-35.9482,-34.4846,-33.5587,-33.49,,-31.69,-35.29,-34.17,-32.4803
1931,-35.31142857,-35.94442857,-34.3873,-36.6828,-33.8617,-33.9969,-32.9766,-31.3293,-33.1225,,-33.28123,-35.3203,-32.5419,-32.1812,-33.5274,-34.5893,-33.9704,-34.7,,-34.83,-33.12,-35.02,-32.9642
1930,-33.91533333,-35.40202857,-34.3732,-35.1954,-33.7297,-32.5028,-33.2446,-30.913,-33.3696,,-33.55665556,-36.1017,-33.0043,-32.827,-33.095,-35.2296,-33.978,-36.55,,-35.15,-32.85,-33.63,-33.2326
1929,-36.98785714,-35.43142857,-34.6465,-35.9814,-33.5443,-30.6878,-34.1342,-34.7387,-34.4752,,-33.46487,-35.8357,-31.2954,-30.1418,-33.3308,-33.3696,-33.6982,-34.58,,-32.74,-33.48,-35.21,-31.1487
1928,-38.459375,-36.35227143,-34.1448,-36.1575,-33.7572,-31.1729,-33.4746,-35.3062,-34.2186,,-32.23378889,-35.0038,-29.4358,-29.5224,-31.7122,-31.5908,-31.5202,-30.81,,-34.29,-33.37,-36.42,-29.8729
1927,-38.455,-35.01924762,-35.2899,-34.3188,-35.0348,-32.114,-31.7245,-34.599,-33.2682,,-32.45483333,-34.6474,-31.531,,-33.16,-33.9116,-32.7169,-33.15,,-34.44,-35.71,-35.33,-32.4782
1926,-38.30375,-35.12662857,-35.7259,-34.6664,-36.0333,-32.5699,-31.748,-34.4236,-35.2812,,-34.36601,-32.9148,-34.1101,,-35.4201,-34.3173,-34.2167,-34.97,,-36.22,-36.75,-33.62,-33.7349
1925,-37.59875,-37.724025,-35.0066,-34.5043,-34.7295,-32.902,-33.3845,-34.4964,-34.696,,-37.31115556,-32.649,-34.9797,,-36.0043,-34.1044,-36.4038,-35.53,,-37.42,-35.53,-32.98,-34.6584
1924,-36.685625,-37.7905625,-35.7604,-36.6717,-34.1927,-34.1557,-33.8961,-34.6901,-34.2858,,-37.32079,-34.9974,-34.5332,,-36.2115,-36.2166,-36.7822,-37.6,,-36.81,-35.12,-33.78,-34.1669
1923,-35.63852941,-36.87727143,-34.8767,-37.9756,-34.1735,-35.2011,-33.9713,-33.119,-34.0362,,-35.06193333,-36.2218,-33.4461,,-35.0255,-34.5597,-37.2933,-35.76,,-36.83,-36.88,-34.58,-33.1988
1922,-37.791875,-37.6061,-34.0774,-36.9873,-33.1064,-34.9712,-34.5833,-32.6544,-35.964,,-36.63034444,-36.4562,-35.0749,,-34.0573,-35.8561,-35.0059,-36.04,,-37.57,-34.64,-34.41,-34.6589
1921,-37.54,-37.7784875,-36.016,-36.1062,-34.6739,-34.5553,-35.1501,-32.5305,-39.1122,,-37.69675556,-35.4357,-35.0701,,-34.5992,-36.4637,-36.1312,-36.31,,-36.18,-35.29,-33.69,-35.8004
1920,-37.74333333,-36.98325714,-37.3633,-35.565,-37.2224,-35.2178,-36.8067,-34.4289,-38.3415,,-35.99023333,-34.3143,-33.2913,,-36.3188,-35.7496,-35.5135,-34.43,,-35.98,-36.35,-33.46,-35.3967
1919,-36.47533333,-37.099475,-36.7187,-37.1246,-36.7072,-37.065,-37.2251,-35.4352,-35.3751,,-36.44258,-35.7479,-33.8508,,-33.8432,-35.1838,-36.0543,-34.36,,-36.79,-36.93,-36.12,-33.1589
1918,-38.18642857,-37.53721429,-36.5893,-37.9967,-35.278,-38.5637,-36.1624,-35.5941,-35.3845,,-42.11121111,-37.247,-34.8062,,-33.9335,-35.5,-36.5829,-35.28,,-36.77,-35.75,-36.78,-33.4288
1917,-37.64666667,-37.6688625,-36.6007,-38.0901,-34.3874,-38.2864,-35.5074,-35.6221,-36.0944,,-38.67882727,-36.955,-35.7003,,-35.2033,-36.1828,-37.3349,-36.71,,-34.99,-35.1,-35.34,-33.9187
1916,-35.40928571,-37.53887143,-35.3358,-36.7804,-34.7028,-35.3213,-33.2255,-34.6475,-34.3043,,-35.24835455,-36.1439,-34.1059,,-34.2169,-33.4133,-34.6816,-33.78,,-33.62,-38.21,-34.56,-32.991
1915,-36.81923077,-36.7192125,-35.8253,-35.0797,-34.9832,-34.5469,-32.9033,-35.4194,-32.3804,,-34.48182727,-36.0166,-33.0316,,-33.7447,-32.961,-32.7116,-34.72,,-36.96,-33.2,-34.33,-33.1797
1914,-38.99571429,-38.03885714,-35.6555,-37.6224,-35.5984,-35.5194,-32.0672,-34.2076,-35.2532,,-35.53599091,-35.0324,-34.0028,,-32.5705,-36.1684,-35.1388,-36.43,,-36.38,-36.63,-33.9,-35.2474
1913,-39.24,-36.2883375,-34.5427,-37.9515,-34.9312,-34.654,-31.7835,-33.0364,-36.1663,,-38.42759091,-35.4452,-35.0383,,-34.5053,-36.6743,-35.0869,-35.79,,-36.32,-36.99,-36.23,-33.7645
1912,-38.64666667,-37.27955714,-33.151,-35.4154,-34.2535,-33.4825,-34.0066,-32.9775,-34.5573,,-37.74218182,-36.2938,-33.3055,,-35.5271,-34.623,-34.3491,-35.38,,-35.21,-35.58,-35.77,-31.9123
1911,-37.65857143,-39.46442857,-35.1743,-35.3166,-36.3225,-34.4843,-34.0287,-34.2761,-32.0024,,-35.45038182,-33.6608,-34.1484,,-33.5295,-33.482,-33.9035,-36.3,,-35.39,-35.14,-36.16,-34.9813
1910,-35.52714286,-36.46163125,-37.6208,-35.6035,-35.6696,-36.2781,-34.4389,-34.7435,-32.296,,-35.43359091,-35.5031,-35.1944,,-34.3737,-34.9517,-35.6397,-35.11,,-33.77,-34.53,-37.12,-34.5132
1909,-36.19,-36.37786429,-37.9949,-35.816,-33.7596,-35.961,-34.4167,-36.0441,-33.1568,,-33.696425,-35.758,-32.6663,,-34.6831,-34.0685,-37.1419,-32.03,,-33.12,-35.79,-37.7,-32.125
1908,-39.14923077,-37.61827857,-37.2031,-35.2731,-34.638,-35.7359,-34.06,-34.8039,-33.7824,,-32.26368182,-34.5001,-34.3095,,-34.2742,-34.679,-35.0283,-33.05,,-33.33,-35.4,-37.58,-31.4202
1907,-36.585,-38.01972857,-36.3693,-35.6314,-36.9598,-36.4755,-32.6813,-33.6606,-35.1044,,-32.65750833,-36.9254,-35.0528,,-34.0229,-35.6559,-34.7207,-35.31,,-36.29,-34.09,-35.73,-34.3994
1906,-36.42076923,-36.7043625,-37.2536,-39.0172,-38.0262,-38.6687,-33.8674,-34.2865,-32.7345,,-36.26499091,-37.7732,-34.659,,-35.7273,-34.699,-34.9208,-32.29,,-34.19,-36.84,-34.12,-35.1797
1905,-38.43785714,-37.40650476,-37.1023,-38.3485,-37.5647,-39.2326,-35.3588,-32.492,-33.3123,,-37.80153333,-37.322,-34.8642,,-35.1657,-35.3301,-34.422,-35.84,,-34.76,-37.42,-36.53,-34.7285
1904,-37.07928571,-38.47218571,-36.1997,-36.149,-35.4215,-37.1998,-35.3692,-32.6388,-35.0592,,-37.16989091,-35.1772,-33.0628,,-33.8129,-34.4435,-36.3407,-33.98,,-35.49,-36.35,-37.17,-33.122
1903,-36.48769231,-39.44725,-34.5221,-36.1154,-32.9015,-35.9125,-34.2751,-33.8956,-32.7695,,-34.129825,-34.219,-33.5342,,-33.6444,-33.4214,-33.8472,-34.26,,-33.54,-34.38,-37.88,-32.2162
1902,-36.31285714,-39.18767857,-34.4579,-37.261,-33.2014,-35.1781,-32.7305,-33.9788,-34.2154,,-35.57960909,-33.1995,-35.3414,,-33.1959,-33.3762,-32.9706,-32.28,,-35.84,-35.27,-38.2,-31.9969
1901,-36.88192308,-36.4875314,-35.5955,-38.3424,-35.2055,-36.0251,-33.272,-34.2992,-34.8109,,-34.99546667,-32.3571,-33.1095,,-33.7285,-34.8405,-34.8421,-33.97,,-34.4,-34.9,-37.17,-33.617
1900,-37.68081538,-35.94185714,-36.9038,-37.1686,-36.5743,-35.0225,-34.0065,-37.2945,-32.7321,,-34.21351818,-34.7241,-31.9619,,-32.6649,-35.8077,-34.7854,-33.83,,-34.99,-35.33,-36.71,-31.8993
1899,-35.86759091,-35.85094286,-36.3099,-35.5501,-36.9366,-33.0152,-34.1297,-37.1836,-32.0389,,-35.88816364,-36.0698,-35.0178,,-33.4981,-35.509,-36.139,-36.07,,-36.52,-36.66,-36.97,-32.9007
1898,-37.36983636,-36.46747143,-35.8659,-36.8256,-36.8865,-34.2987,-34.4409,-34.0599,-33.9806,,-34.73490833,-37.6133,-35.0321,,-36.0479,-35.7343,-36.9092,-37.74,,-34.67,-34.55,-37.26,-33.2435
1897,-38.71890909,-36.66852857,-36.0765,-37.5453,-37.1957,-37.2604,-34.8876,-33.6971,-34.5094,,-34.16095455,-37.7524,-34.0427,,-35.2963,-36.1263,-36.5983,-36.08,,-35.86,-32.58,-36.96,-33.781
1896,-37.18498182,-36.35080571,-37.1662,-36.9669,-37.5515,-37.3634,-33.1419,-34.0447,-33.3304,,-34.43830909,-37.151,-33.8385,,-32.909,-34.7719,-35.5777,-33.7,,-36.9,-34.26,-36.19,-34.0587
1895,-36.03390909,-37.77950578,-36.9653,-36.1532,-36.7994,-36.3976,-32.8948,-35.2034,-33.3204,,-33.7038,-34.6227,-34.0838,,-32.7113,-33.897,-35.3494,-34.44,,-34.67,-34.85,-34.89,-33.362
1894,-37.35869091,-38.44947143,-35.2415,-36.5329,-35.5675,-36.6402,-33.3175,-34.4847,-32.0536,,-35.20968182,-32.6153,-32.6626,,-33.8239,-35.4246,-35.26,-34.97,,-33.92,-33.85,-34.58,-33.7034
1893,-37.57976818,-36.79606429,-34.5704,-36.0486,-35.7423,-37.0907,-32.8599,-32.8927,-32.6711,,-34.34228182,-33.0225,-29.4203,,-32.7335,-35.1053,-36.1761,-34.26,,-36.03,-34.36,-35.55,-32.2791
1892,-37.28613077,-36.29197857,-34.4138,-34.7591,-36.1036,-36.2199,-32.9684,-33.3638,-32.7754,,-33.80031667,-34.2228,-30.1936,,-30.5819,-35.616,-33.7039,-32.5,,-33.43,-36.25,-35.95,-30.9177
1891,-36.5,-35.62642857,-34.2746,-34.7333,-36.3626,-34.2622,-33.5045,-32.356,-33.1212,,-34.35644545,-36.5294,-30.8433,,-32.1245,-35.4739,-34.0906,-34.14,,-35.26,-38.36,-34.79,-31.4842
